sku,nombre_producto,n_puntos,beta,alpha,r2
40002139,TAMPER MANUAL DE ALUMINIO,4.0,0.19040148130095283,0.5176387755685129,0.010202182600079233
40002155,MAQUINA CAPSULA LB 2600 LAVAZZA,4.0,9.084052265850277,-93.50366350381196,0.9663982464739493
40002156,MAQUINA CAFE CAPS LB 4724 LAVAZZA,1.0,,,
40002157,MAQUINA CAFE CAPS LB 2317 LAVAZZA,4.0,0.35468655138709154,-1.4323197836370503,0.3161762433372087
40002159,MAQUINA CAFE CAPS LB CLASSY MINI LAVAZZA,9.0,-1.972146750394926,23.46138266978358,0.197041523165623
40009375,PITCHER DE LECHE 250 cc,1.0,,,
40009376,PITCHER DE LECHE 500 cc,2.0,0.0,0.0,
40009385,MAQUINA PHEDRA,1.0,,,
90940206,Servicio Operador Logístico,6.0,,,
92009256,MAC 65 ON DEMAND 220V./60HZ,2.0,4.598839944037321e-14,2.302585092993545,
92009365,CAJA DEPOSITO BORRA CAFE,1.0,,,
100093620,JALEA EN POLVO FRAMBUESA CARICIA 1 kg,46.0,-1.2935095951177062,13.270483641499656,0.006076642193167
100093710,MAC 65/A 220V./60HZ,1.0,,,
100093730,PRENSA CAFE DINAMOMETRICA 25 kg,1.0,,,
100093780,JALEA EN POLVO NARANJA CARICIA 1 kg,48.0,-3.46574599903642,31.714232388540662,0.06690895723558049
100093790,JALEA EN POLVO PIÑA CARICIA 1 kg,44.0,-2.7553867919512474,25.335594439197454,0.018499645820970877
100095030,FLAN EN POLVO VAINILLA CARICIA 1 kg,35.0,-0.7122531901888774,8.103824698215556,0.0004265430756693498
100095080,FLAN EN POLVO CHOCOLATE CARICIA 1 kg,36.0,-10.767498402084824,89.6926610382039,0.0632223763602532
101200010,ALCAPARRA EDRA 110 g,51.0,-5.840716763947047,55.27815342722074,0.3275335981627305
101200051,SALSA SOYA EDRA 500 cc,58.0,0.23713522808190177,0.2476979097290805,0.0009087416161465426
101310038,CURRY EDRA 15 g RRP,14.0,-0.8626314043843026,8.352501063738146,0.06698735093765834
101310045,CANELA ENTERA EDRA 15 g RRP,11.0,-0.40385509814754267,4.280180520561628,0.004082250793313483
101310048,LAUREL EN HOJA EDRA 5 g RRP,5.0,0.0,0.0,
101310075,AJI SMOKED INFERNO 250g,18.0,1.2882510572916508,-10.904239366014256,0.036136960260261496
101310076,AJI RED CREMA INFERNO 250g,18.0,1.9458326512935966,-16.78584611302958,0.060439693337833236
101310077,AJI JALAPENO INFERNO 250 g,16.0,-0.8321417050153573,8.048673445114508,0.0691029282181952
101310103,PF CA INFERNO SPICY CHEDDAR 12 X 175G,1.0,,,
101310213,CACAO AMARGO EDRA 1 Kg,75.0,2.563361315635925,-19.125710401854374,0.006618513255188205
101310214,CACAO DULCE EDRA 1 Kg,50.0,11.459052296518186,-89.04547589319668,0.41478370972766315
101310243,ACETO BALSAMICO EDRA 500 cc,17.0,8.686765087666938,-71.9580753623128,0.29617453485454426
101500000,ATUN AGUA ESMERALDA 160 g IMPORTADO,28.0,2.9709996905134406,-22.890014388327614,0.059860963136832916
101500001,ATUN ACEITE ESMERALDA 160 g IMPORTADO,12.0,4.516091719559714,-35.96289201625353,0.4819668287995719
101500120,"CHAMPIÑON LAMINADO ZANAFOODS 2,84 kg",64.0,-0.9499989866811036,12.673079837726938,0.02346405053119669
101500200,CHAMPIÑONES ENTEROS ESMERALDA 184 g,18.0,3.3105641872859985,-26.564107216522295,0.23557693365355772
101510000,"PIMENTON ENTERO ZANAFOODS 2,9 kg",31.0,1.341402265840733,-7.351812961227766,0.02430399150591691
101510040,"PIMENTON TIRAS ROJAS ZANAFOODS 2,9 kg",92.0,-2.2411335753031767,21.692203084844508,0.01752095252355911
101520120,PALMITOS ESMERALDA 400 g,67.0,-3.829555508047138,35.315332582033896,0.02091324599762627
101520140,PALMITOS ESMERALDA 810 g,108.0,-2.3564630496461234,24.42821276626784,0.004836033594484646
101520200,PALMITOS RODAJAS ESMERALDA 400 g,78.0,-4.4835272393690975,40.27243797468865,0.060569541850698655
101520250,PALMITOS RODAJAS ESMERALDA 810 g,105.0,0.4533336036231787,0.26320467654977,0.00021896679239677462
101530450,PIÑA EN RODAJAS ESMERALDA 567 g,3.0,3402.9515346048192,-27353.56820543366,0.9999999999999996
101530550,PIÑA EN RODAJAS ZANAFOODS 3 KG,52.0,1.844159086146862,-9.534601081564743,0.0639590617779221
101530600,PIÑA EN TROCITOS ZANAFOODS 3 KG,44.0,3.2265491232449843,-20.245593566374435,0.17681981058308957
101530700,PIÑA EN TROCITOS ESMERALDA 565 g,6.0,,,
101600020,CAFE CREMA E GUSTO TARRO LAVAZZA 250 g,31.0,-0.5929498765924271,7.182293811129174,0.029522817182116162
101600041,CAPSULA ESPRESSO CLASSICO LAVAZZA 57 g,12.0,1.6477569212665417,-18.75076296402878,0.18937716725264947
101600042,CAPSULA ESPRESSO INTENSO LAVAZZA 57 g,15.0,0.9464019022298082,-10.720069435203266,0.09130860210813249
101600043,CAPSULA ESPRESSO QUALITA ORO LAVAZZA 55g,14.0,-0.9273769691944594,10.68298969724089,0.033487291505828895
101600050,QUALITA ORO TARRO LAVAZZA 250 g,35.0,-1.9790162035601166,21.289020936867285,0.1332514462392042
101600062,CAFÉ MOLIDO TIERRA FOR CUBA 180g,1.0,,,
101600070,CAFE PRONTISSIMO CLASI LATA LAVAZZA 95 g,27.0,-3.389743229831112,37.32324802155661,0.1798895122999079
101600080,CAFE PRONTISSIMO INTEN LATA LAVAZZA 95 g,37.0,-8.30160258842079,90.91149241333692,0.4532450847006868
101710001,TE CLUB ORIGINAL 100BLS,3.0,,,
101710009,TE CLUB PREMIUM SUSTENTABLE 100 BLS,24.0,-2.493442277578197,26.374883177318868,0.05390189444823747
101710090,TE EMBLEM CEYLAN IMP 100 BLS,53.0,-1.3113919029757735,14.635973267351488,0.010011422931667286
101710133,TE CLUB ORIGINAL IMP 100BLS,38.0,-10.119129867786095,100.20518505819751,0.5116049512190399
101710137,TE EMBLEM CEYLAN PREMIUM IMP 100BLS,20.0,-4.83411630110268,48.869520733582505,0.2963400304959227
101710138,TÉ CLUB ORIGINAL IMP 20 BLS,2.0,,,
101710140,EMBLEM CEYLAN IMP 20 BLS,1.0,,,
101720003,TE EMBLEM CEYLAN 20BLS,3.0,,,
101720006,TE EMBLEM PREMIUM GRANEL 225G,21.0,-4.1828371027702556,41.72931835079769,0.38939940580329147
101800144,BARRA CHOCOLATE LECHE 4X18X82GR,10.0,-17.856811515978638,165.48353097499125,0.41896824631242047
101800146,BARRA CHOCOLATE COOKIES AND CREAM 4x18x7,1.0,,,
101820108,SALSA CHOCOLATE HERSHEY'S 680 g,63.0,-7.010807578430391,61.078065997476024,0.17711953672738273
101920020,MENTOS PACK MENTA 11P,7.0,,,
101920021,MENTOS PACK FRUTAS 11P,9.0,8.548446547069341,-74.77011014681865,0.2906338953219037
102100001,ATUN AGUA VAN CAMPS  320 g IMPORTADO,26.0,3.6315081170632255,-29.77330354163506,0.21434746104736818
102100002,ATUN ACEITE VAN CAMPS  320 g IMPORTADO,23.0,6.376985078210838,-55.6893086301433,0.42881154641952274
102140230,ATUN ACEITE VAN CAMPS 3 uds. 80 g IMP,6.0,6.83814764347973,-61.89490748013644,0.2519852612672229
102140240,ATUN AGUA VAN CAMPS 3 uds. 80 g IMP,1.0,,,
102140410,ATUN ACEITE VAN CAMPS 160 g IMPORTADO,98.0,1.0763922257793004,-6.145946712035851,0.016322497590903654
102140420,ATUN AGUA VAN CAMPS 160 g IMPORTADO,114.0,1.062575264908621,-5.662351403399079,0.01671433713297987
102200080,CABELLOS DE ANGEL DON VITTORIO 400 g NV,64.0,-1.7360763764473985,15.021842512778907,0.023896589218690166
102200081,CORBATA GRANDE DON VITTORIO 400 g NV,48.0,-1.5138753898346575,13.517459324120901,0.01905006086773369
102200082,ESPIRALES DON VITTORIO 400 g NV,86.0,7.526012561291738,-51.619104795580576,0.15241656044914445
102200083,LINGUINI DON VITTORIO 400 g NV,56.0,0.6251212803912757,-0.3427823720564477,0.0036657893819555106
102200084,QUIFAROS DON VITTORIO 400 g NV,68.0,1.0726240676625574,-4.80931561398941,0.004537144733936988
102200085,RIGATONE DON VITTORIO 400 g NV,44.0,8.250819388283723,-57.044891051475474,0.1726572605623363
102200086,SPAGHETTI N°5 DON VITTORIO 400 g NV,110.0,-1.1829392802648255,13.78240223606836,0.008928081039423094
102202050,CABELLOS DE ANGEL DON VITTORIO 400 g,4.0,,,
102300021,ROCHER T-24 300g,3.0,-9.04471843296577,96.90889189153128,0.9993919892105829
102300260,NUTELLA 350 g,68.0,-9.66556770741632,94.85181238399971,0.6134819749179355
102300530,KINDER BUENO,1.0,,,
102310110,NUTELLA & GO 52 g,45.0,-9.170861251711479,93.38696956098198,0.6633997844593009
102310250,"ROCHER T-3 37,5 g",29.0,-13.43431059464825,140.46024404048828,0.3980667072423777
102320050,TIC TAC MENTA 16 g,18.0,-4.07794566854955,40.8753256991712,0.42696492658714946
102320100,TIC TAC NARANJA 16 g,16.0,-4.729685837651772,47.144370753164374,0.5114843891937634
102320340,FERRERO ROCHER T12 150 g,34.0,-10.257078301826699,109.49116424401858,0.5960769143724304
102400070,PRINGLES ORIGINAL 104G,7.0,-7.585745256298223,74.06437662178664,0.8572719628058342
102400072,PRINGLES QUESO 109G,1.0,,,
102500001,PESTO ALLA GENOVESE BARILLA 190g,75.0,-1.057668589245644,12.14991243260094,0.002606845435715068
102500002,PESTO POMODORI SECCHI BARILLA 200g,32.0,0.5424507954756197,-4.441887104283179,0.012868966454950614
102500003,SALSA BASILICO BARILLA ALBAHACA 400g,37.0,0.8842807563843014,-6.415803295828751,0.024335551906987007
102500004,SALSA ARRABBIATA BARILLA 400g,23.0,0.5372730195575823,-3.856687091995999,0.010217365623585958
102500005,SALSA NAPOLETANA BARILLA 400g,26.0,3.2057093248481596,-26.002473575212512,0.09009036712293747
102500007,SALSA BOLOGNESE BARILLA 400g,22.0,-2.4070793098190246,22.740178392472746,0.334044409951159
102500008,SALSA OLIVE BARILLA 400g,26.0,1.3788812826777213,-10.625698803042495,0.020773893854705985
102500009,PENNE RIGATE S/GLUTEN BARILLA 400g,32.0,-2.5797651642800807,23.623325781708832,0.006408085225819514
102500010,LASAÑA COLLEZIONE BARILLA 500G,25.0,-1.2091461346357733,11.676727997935926,0.015960416054055248
102500011,TAGLIATELLE COLLEZIONE BARILLA 500g,37.0,-0.31388401629442875,4.94468753470622,0.0007490005603866194
102500012,CANNELLONI COLLEZIONE BARILLA 250g,10.0,-11.561325562383255,106.36102821811951,0.3713057712038905
102500016,SPAGHETTI N°5 S/GLUTEN BARILLA 400g,36.0,1.0649283108392291,-7.90921437542028,0.0017654120418104458
102500017,PENNE RIGATE INTEGRAL BARILLA 500g,24.0,-0.27419252697792307,3.036788708621796,0.023040179478719346
102500018,SPAGHETTI N°5 INTEGRAL BARILLA 500g,39.0,1.7306943564787638,-12.427710084873167,0.022170035977305203
102500019,SPAGHETTONI N°7 BARILLA 500g,38.0,10.531965992993902,-82.00597063574708,0.14662131448847834
102500020,SPAGHETTINI N°3 BARILLA 500g,29.0,-2.5141019966293587,21.24777140533539,0.028927209155672724
102500021,SPAGHETTI N°5 BARILLA 500g,49.0,7.125270721216552,-53.97934673382137,0.17866340666257674
102500022,LINGUINE N°13 BARILLA 500g BAVETTE,35.0,-0.11860827944407301,2.9240890026217183,0.0001701209084330457
102500040,FARFALLE BARILLA 500 g CORBATA,33.0,3.4731989994506582,-27.3994292783832,0.08293122737726324
102500041,FUSILLI BARILLA 500g ESPIRAL,54.0,5.647345191051436,-43.36490610575094,0.18209347799373607
102500042,PENNE RIGATE BARILLA 500g,53.0,5.994436430339909,-46.80531399481559,0.13101922294350196
102600017,MOST. DIJON FRENCHS SQUEEZE 12x12 OZ ING,14.0,2.7314619844141106,-23.601581051526868,0.014101597269965977
103000560,"QUESO CREMA SWISS FARMES IMP 1,36 kg",34.0,2.158720209750966,-15.548204094794176,0.03074799483120732
103000900,QUESO AZUL SANTA FE 2 kg,121.0,-11.828195912539844,112.19127387413364,0.16593764372320755
103001080,"PEPPERONI ULTRADELGADO SUGARDALE 5,67 kg",88.0,-3.6436478174565043,37.98511385214041,0.05739485201354079
103502100,"QUESO DE CABRA EL CALVARIO 2,6 kg",56.0,5.182169583761304,-46.94501045761313,0.1632727009620367
103601720,JAMON PIERNA ACARAMELADO PIEZA 7 kg,20.0,4.799273340881369,-38.64142225261859,0.019606611896847887
103800430,ACEITUNA NEGRA DESHUESADA 850 g,97.0,3.993988466833563,-28.29785229031833,0.05476465704521001
103800460,ACEITUNA SEVILLANA DESHUESADA 850 g,88.0,2.355053653582189,-15.785547452455033,0.026572233141113358
104254030,PAN MESA REDONDO PAGNIFIQUE 28 g,80.0,-4.195026731502365,37.12652800663935,0.03364812068222725
104254040,PAN CIABATTA PAGNIFIQUE 129 g,94.0,-4.261578476962107,40.26502495246399,0.04490021046037636
104254140,"PROFITEROL BAÑADO CHOC POPPIES 17,5 g",106.0,-1.588438027088256,17.64064079120883,0.01319917074657162
104254150,DONUT RELLENA CHOCOLATE AVELLANA  68 g,123.0,-4.532042792106533,44.745825508449556,0.07851193640089135
104300050,ARANDANOS IQF 2 kg,9.0,-0.13102705089841937,3.6081239104939264,0.17226465566275653
104300450,"FRUTILLA IQF 2,5 kg",37.0,0.22906667006887046,0.6393658787422876,0.006050375660629648
104300500,"COLIFLOR IQF ARDO 2,5 kg",68.0,4.63899304860418,-31.877232430088142,0.01587251394735263
104300530,"PRIMAVERA VERDURAS IQF ARDO 2,5 kg",108.0,-6.30441292420063,52.54702506813395,0.09925969887101112
104301050,"ARVEJAS IQF ARDO  2,5 kg",104.0,-21.636721937651807,172.4306041617057,0.28090657410680464
104303010,"PAPA 14 mm AVIKO 2,5 kg",58.0,-14.52802037139449,116.17859851532306,0.30706989287066
104303300,PULPA JUGO FRAMBUESA 1 kg,65.0,1.9742366116420018,-14.572586570789541,0.010955062030943756
104303640,PASTA CHOCLO MINUTO VERDE 1 kg,101.0,4.426190849937587,-30.57890087223543,0.016715749623949554
104310440,PULPA JUGO PIÑA 1 kg,78.0,-0.6301444130931961,8.22982013369724,0.00037562011871388146
104320510,ESPARRAGOS VERDES ESMERALDA 425 g,54.0,-4.908970406179139,43.52641636292781,0.08947037454637859
104321040,PRIMAVERA PREMIUM IQF ARDO 1 kg,70.0,-6.968092548252649,57.086552725131206,0.12324299593971602
104321070,"CHAMPIÑON LAMINADO IQF ARDO 2,5 kg",112.0,-2.1840785446193864,21.50173482660794,0.004502272630789399
104330230,"PAPA 7 mm AVIKO 2,5 kg",1.0,,,
104330270,"PAPA CRUNCH 10 mm AVIKO 2,5 kg",95.0,-5.2000155747062635,46.3390004727842,0.03879393300071995
104330400,"PAPAS NOISETTES AVIKO 2,5 kg 7 g",98.0,-2.7823448409116076,26.269029802012717,0.021390241481058416
104330690,"PAPA STEAKHOUSE 8/18 mm AVIKO 2,5 kg",64.0,-9.367184047747406,76.0299076906005,0.06726379879432022
104330870,"PAPA TIPO ESPAÑOLA AVIKO 2,5 kg",71.0,-17.305634041089483,139.02232109651402,0.21866776975106372
104330880,"GRATIN DE PAPA Y QUESO 1,5 KG",79.0,1.1020783408612742,-6.312043637841577,0.014648267228508706
104330920,"CROQUETA DE PAPA AVIKO 2,5 kg 22 g",39.0,-4.508890599365283,38.21055275062329,0.1832399827817912
104330930,"ROSTIK TRIANGULO AVIKO 2,5 kg 63 g",67.0,-0.8105856583575153,10.378278548896635,0.003444595762466116
104339920,KANIKAMA 18 cm 500g IMPORTADO,31.0,-0.30751533790998936,4.423014963269368,0.0008598519619571389
104340040,CAMARON ECU CRUDO CON CASCARA 26/30 1 KG,14.0,-2.283494439154458,22.617853168581,0.01257769592001679
104340050,CAMARON ECU CRUDO C/ CASCARA 36/40 1 KG,54.0,2.750626473798721,-20.8445813157165,0.012905481571854753
104340780,CAMARON COCIDO PELADO 100/200 IQF 1 KG,75.0,2.319979366167265,-17.602690681177783,0.010021560087464203
104340790,CAMARON CRUDO PELADO 100/200 IQF 1 KG,45.0,-5.194576169528074,48.08813413401403,0.09636813691024709
104341100,SALMON FILETE PREMIUM T-D CJ 10 KG,48.0,0.2166661323895793,1.4240710143463142,0.01879004041424681
104343100,"POLLO ENTERO 1,8 ARGENTINA CJ 18 KG",5.0,40.19329707015536,-319.53768827198667,0.3171003193781731
104343260,CHULETA VETADA MARINADA 5 kg 180-220 g,50.0,13.674867944849476,-110.65331630827333,0.21454899772593905
104343310,RECORTE DE VACUNO GRASA WAGYU,21.0,-7.621249781577757,63.78957767550246,0.3654685661859309
104343380,LOMO VETADO CAT V VACIO PARAGUAY,104.0,0.40634994753707243,0.7518735595436492,0.011409262906097584
104343420,FILETE CAT V VACIO PARAGUAY,95.0,0.17922843881156064,3.022130692958242,0.0037068366198999563
104343450,POSTA ROSADA CAT V VACIO PARAGUAY,129.0,0.3068985325298222,2.985672323197543,0.0026797002490571535
104343530,PUNTA PALETA CAT V VACIO PARAGUAY,92.0,-3.6740919397796183,37.40881424278867,0.03542988502968163
104343600,PLATEADA CAT V VACIO PARAGUAY,94.0,-0.09419238324436827,5.321259757500136,0.0013165322119821886
104343700,POSTA NEGRA CAT V VACIO PARAGUAY,139.0,0.36734044262488136,2.6977721923859814,0.0032765959502033207
104344660,LOMO LISO CAT V VACIO PARAGUAY,112.0,0.3986923091091414,1.718866240813343,0.006554923721286878
104351590,MINI TOP HOJALDRE CHOCOLATE BERLYS 55 g,93.0,-7.905031965777763,70.62213603834911,0.0807460137462412
104351690,EMPANADA QUESO RAVIOLERA 21 G,102.0,-5.542940941412008,48.80432578761037,0.13402039334369667
104352371,CREMA HUANCAINA ALACENA 400 g,23.0,-0.5101450386485711,5.556256145285011,0.022578800842261836
104360380,DESCONTINUADO CREMA SPRAY50%-50%VEGHOPLA,114.0,-4.915472920256804,47.09781323123162,0.13241440735292528
104360460,PALITOS SUSHI BAMBOO 100 PARES,7.0,,,
104500320,CAFE ENTERO GRAN ESPRESSO LAVAZZA 1 kg,1.0,,,
104500330,CAFE ENTERO FILTRO CLASICO LAVAZZA 1 kg,63.0,-3.8392281882318406,40.840859229972764,0.22357313159986825
104500450,"PURE DE PAPA CONGELADO AVIKO 2,5 kg",54.0,-10.989235839950808,90.43888890915352,0.21062465357854984
104500500,"QUESO MOZZARELLA MOLFINO 3,5 kg",128.0,0.5374112357546729,1.6781300017924907,0.003000518122830185
104500540,FILETE CERTIFIED ANGUS BEEF,6.0,13.29884767578614,-136.38873757436392,0.6981927562517558
104500560,LOMO LISO CERTIFIED ANGUS BEEF,26.0,0.7032369834048078,-3.039027114324618,0.04251687575029456
104500570,LOMO VETADO PRIME CERTIFIED ANGUS BEEF,7.0,17.950642367659984,-185.46896689663876,0.2436869370754375
104500580,TAPAPECHO CERTIFIED ANGUS BEEF,27.0,-10.321974118109205,99.99268343070764,0.4251933496870456
104500670,CHUCK ROLL CERTIFIED ANGUS BEEF,1.0,,,
104500690,LOMO LISO PRIME CERTIFIED ANGUS BEEF,6.0,1.6647620485958434,-14.488021708494033,0.2151360629809141
104500710,LOMO LISO C/FIL C/H CERTIFIED ANGUS BEEF,15.0,-3.5127315127602943,38.48519015601884,0.4215603607045845
104500730,LOMO VETADO CERTIFIED ANGUS BEEF,23.0,2.4745568356410916,-20.78215339446768,0.3653626480299862
104500740,LOMO VETADO C/H CERTIFIED ANGUS BEEF,15.0,0.14879028206683323,1.604940215010556,0.009537655845931234
104500760,ENTRAÑA CERTIFIED ANGUS BEEF,28.0,2.009387353224974,-16.145283091587128,0.22686221441591561
104500810,"SUCRALOSA MINI ICB 0,5 G",65.0,6.3718543490161,-60.364753502234095,0.08926028323554511
104500860,ACEITE VEGETAL 5 l,93.0,3.1174861983222764,-17.702577208185772,0.038800907449322165
104500940,ACEITE MARAVILLA NATURA 3 l,75.0,8.03728271767788,-60.69302364713359,0.129835709705087
104501080,SALSA PIZZA POMAROLA 3 kg,60.0,2.31800106549608,-12.38432341318613,0.06394174755345143
104501110,HUEVO GRANDE BLANCO,109.0,-0.014177768701216788,5.7721506949250685,2.372067417759087e-06
104501150,AZUCAR RUBIA MINI ICB 5 g,48.0,1.2854588894523395,-7.413924976599171,0.0048477103903240325
104501170,AZUCAR MINI LAVAZZA 5 g,58.0,-6.89908305999961,59.51919752028317,0.08147752634159831
104501190,"SUCRALOSA MINI LAVAZZA 0,5 G",59.0,2.859992137547751,-26.19798835494096,0.010737751947991184
104501230,AZUCAR MINI ICB 5 g,57.0,-3.7070979146649394,33.75753462417554,0.07891668192163562
104502460,CAPSULA BIANCA LAVAZZA,4.0,1.192882068497729,-9.911433593702826,0.34031464546647255
104510130,FRUTA LISTA DURAZNO C/SUCRALOSA 113 g,23.0,1.7697921989857544,-11.457345173945514,0.04509881361678296
104510140,"HUEVO LIQUIDO CONGELADO USA 2,27 kg",18.0,-53.52570153700578,466.25492229154054,0.4695422733732077
104510260,TAZA ESPRESSO LAVAZZA,23.0,0.39970348492742513,-2.1366298306912426,0.031481273180005674
104510270,PLATO ESPRESSO LAVAZZA,21.0,0.030499427289266315,1.3345656738499456,0.00010739465936612601
104510290,TAZA CAPPUCCINO LAVAZZA,24.0,0.4667025876033834,-2.324027798284702,0.02031263306991058
104510310,PLATO CAPPUCCINO LAVAZZA,23.0,-0.15980817135540543,2.470134266306811,0.007308942199795502
104510620,DULCE DE LECHE HELAD SANTA FE 10 kg,79.0,-0.09842515460005086,5.502545403580177,0.00012838723336695048
104510640,DULCE DE LECHE REPOST SANTA FE 10 kg,110.0,-11.462567916334256,96.49985411766427,0.09494914725328407
104511800,CAPSULA ESPRESSO CAFFE CREMA LAVAZZA 8 g,42.0,-0.5045420929245026,7.237091089334008,0.019408342456772882
104511810,CAPSULA ESPRESSO ROTONDO LAVAZZA 8 g,28.0,-4.576577281068343,50.84545471682199,0.7638776299464974
104511850,OREGANO 1 kg,93.0,-0.8862878195353405,9.923216608207147,0.014439749827360075
104511950,ACEITE SPRAY 481 g,51.0,-18.94413809584172,176.96591303695516,0.6505237102724314
104511970,CHANCACA IANSA 450 g,34.0,6.396580893185873,-50.379937880023576,0.12043117722012142
104512020,SEMOLA CAROZZI 1 kg,76.0,5.922770152711615,-41.42558510970803,0.07158536630609891
104512030,HARINA C/POLVO MONT BLANC CAROZZI 1 kg,71.0,3.8393313237696303,-23.844032712348042,0.02358090941534856
104512090,HARINA S/POLVO MONT BLANC CAROZZI 1 kg,73.0,9.667525673388562,-66.04431069358118,0.11592002727272045
104512160,TORTILLAS PANCHO VILLA 28 cm 12 uds.,64.0,0.6218306299504296,-1.1673639083662224,0.0033136962774745625
104512170,PANCHITOS PANCHO VILLA 500 g,83.0,-1.06597074863345,11.808057169734022,0.03146421037083595
104512250,PANCHITOS PANCHO VILLA 320 g,19.0,-38.61917159084682,326.8251184650505,0.5486821209822903
104512290,GALLETA CHAMPAÑA COSTA 140 g,55.0,-3.7233595508940622,36.00381998493585,0.02586099063243388
104512300,GALLETA CRACKELET COSTA 85 g,47.0,3.172404878883563,-24.84748593961233,0.0743195123644197
104512360,COBERTURA MOLDER CHOCOLATE CAROZZI 1 kg,70.0,-0.14327869892766693,3.977871179191423,0.000896326739856953
104512560,COBERTURA HELADO CHOCOLATE CAROZZI 4 kg,15.0,-4.048900820977,37.86141819012516,0.05709194695306452
104512690,"ACEITE SOYA MULTIPROPOSITO 17,25 l",104.0,6.596111055374051,-46.840995096906944,0.01681245158547554
104512950,SALSA QUESO CHEDDAR BOLSA C/DISPEN 4 kg,85.0,-28.833249929445014,247.76700154298288,0.1183831074140445
104512990,AZUCAR FLOR CAMSA 1 kg,72.0,1.662822482513904,-7.498431659227224,0.0021067215592949916
104513000,ARROZ G2 MIRAFLORES NACIONAL 1 kg,77.0,14.477567877529255,-104.84194036394791,0.3395990169836606
104513640,COBERTURA CHOCOLATE BLANCO CAROZZI 1 kg,37.0,4.39692000845892,-36.06294783225203,0.08754721002129584
104514810,CAFE ENTERO GUSTO FORTE LAVAZZA 1 kg,100.0,-3.8087667208061498,41.42416306395818,0.38198403926836966
104515110,"POROTO VERDE C/FRANC IQF ARDO 2,5 kg",122.0,-5.064721402888402,44.14630997514589,0.07926222125500128
104515380,PUNTA PICANA CAT V VACIO PARAGUAY,81.0,1.3139592844331205,-7.124264533106558,0.056921241883667706
104515390,CORDERO GARRON DELANTERO,16.0,-26.33692485954445,251.38246918918028,0.48817633288622886
104515400,CORDERO GARRON TRASERO,27.0,-8.58184315187799,84.81438721836254,0.14523088012418728
104515520,Proseco Espumante Brut Collina 6x750ml,1.0,,,
104515580,CROISSANT PLUS 100 g,99.0,-1.0397598837876603,12.680572799103482,0.005227591160567007
104515670,CAPSULA ESPRESSO DELICATO LAVAZZA 8 g,13.0,-0.11283755880499723,3.9024500649497784,0.0057292439034835356
104515840,LECHE EN POLVO VENDING FAS 500 g,77.0,5.235547270938221,-45.605067932959024,0.32180708999549795
104515850,SERVILLETA CAFE DEL 10,1.0,,,
104516010,ACEITUNA NEGRA RODAJA 936 g,130.0,-25.120265809322984,218.7949324012569,0.40766614940539386
104516040,HUEVO EN POLVO 1 kg,78.0,-1.257381262790437,14.217138047377427,0.007078386612479951
104516280,VAINILLA EN POLVO VENDING FAS 1 kg,67.0,1.4923076976309095,-10.584703528031016,0.09166690004761152
104516290,CHOCOLATE EN POLVO VENDING FAS 1 kg,60.0,3.1793788972626147,-25.449043673429664,0.12872388418779165
104516330,CAMARON COCIDO PELADO 100/200  QF 1 KG,30.0,-19.2876577136735,171.74721673882846,0.176398202988909
104516390,SERVILLETA ECOLOGICA 1H 23x22CM 150 UN,51.0,-8.392280565648669,75.25964078702829,0.15210714484833562
104516630,"CAMARON MARIPOSA APANADO COCO 1,36KG",33.0,3.5684843045961974,-30.12711603818103,0.06411764517054985
104516650,"CAMARON MARIP APANADO 1,36 kg IMPORTADO",43.0,-5.358748992147072,51.78476984113338,0.12611590527851924
104516720,"PAPA SUPERLONG C/PIEL 10 mm AVIKO 2,5 kg",63.0,8.971943274275867,-64.89508051850477,0.09651065065104203
104516760,CARNE DESHILACHADA 1 KG,66.0,2.43980793483848,-19.224047474409463,0.036674599381883194
104516790,VASO 4 oz LAVAZZA,3.0,-18.904526467290715,175.2963601386344,0.35063954447728757
104516860,AGUA MIN C/GAS VIDRIO SPELLEGRINO 505 ml,5.0,,,
104517000,"HELADO VAINILLA COPPELIA 4,5 l",101.0,0.1779927876379692,2.3764599373968798,2.0166580144686458e-05
104517010,"AROS CEBOLLA AVIKO 1,1 kg 16,5 g",57.0,-18.734118905473462,160.09541341568604,0.47589568252738734
104517040,LECHE EN POLVO VENDING RISTORA 500 g,36.0,1.549836134448041,-11.745144618613827,0.015846360383962168
104517100,"HELADO CHOCOLATE COPPELIA 4,5 l",82.0,-0.35454899565424897,6.405691394181497,0.00010612415864281505
104517120,"HELADO VAINILLA DIET COPPELIA 4,5 l",39.0,-7.179461334727017,64.70381383110683,0.08313878540479641
104517130,"HELADO MARACUYA COPPELIA 4,5 l",49.0,1.3827294537515677,-9.243252276398609,0.003937038067511069
104517140,"HELADO FRUTILLA COPPELIA 4,5 l",75.0,1.8616153839859695,-13.008178467499404,0.004468872099001743
104517170,NUTELLA BALDE 3 kg,127.0,-0.7686975152621973,12.382987513603881,0.012294328537273315
104517300,"HELADO DULCE DE LECHE COPPELIA 4,5 l",55.0,-2.403986983438058,23.181899121614883,0.01149634802657301
104517680,"SPICY JACKET WEDGES AVIKO 2,5 kg",64.0,-7.113068752733399,59.379442343564634,0.1575540569873513
104517930,"PAPA CRINKLE 12 mm AVIKO 2,5 kg",67.0,-12.667322258348042,102.04162050561119,0.20772806137847144
